084:11:08|2|Music: Peggy Lee - Spinning Wheel
084:13:52|2|Music: Peggy Lee - Everyday People
084:17:00|2|Music: Lou Rawls - Three O'clock in the Morning
084:22:07|2|Music: Glen Campbell - Galveston
084:25:27|2|Music: Glen Campbell - Gentle On My Mind
084:28:27|2|Music: Tennessee Ernie Ford - Take My Hand, Precious Lord
085:12:50|2|Music: Barbara Streisand - People
085:20:24|2|Music: unidentified
085:44:52|2|Aldrin talks about wardrobe function
085:48:18|2|Music: unidentified
085:56:51|2|Music: unidentified
086:04:01|2|Music: Frank Sinatra - It's Nice To Go Trav'ling
086:12:16|2|Music: Bettye Swann - Angel Of The Morning
086:23:04|2|Music: The Lettermen - Put Your Head On My Shoulder
086:28:48|2|Earthrise photos
095:16:17|2|News report: Prayers, Aldrin's son, bunny girl, miss universe
095:53:30|2|Loud noise startles Collins
099:25:01|2|GO for undocking
099:43:22|2|Collins teasing Armstrong about being Czar
100:12:05|1|Separation for landing
100:33:47|2|GO for separation maneuver (prior to DOI)
100:37:36|2|"Somebody's upside-down."
101:17:32|2|GO/NO-GO for DOI
101:17:32|1|Descent Orbit Insertion
101:54:13|2|List of officials in the viewing gallery
102:20:03|2|Kranz: "We're off to a good start. Play it cool."
102:20:38|2|Secure doors in the MOCR
102:27:57|2|GO/NO-GO for powered descent.
102:42:01|2|GO/NO-GO for landing.
102:46:02|1|Eagle has landed
102:52:46|2|Kranz: "come on, let's keep the chatter down"
102:57:07|2|Smiling faces
105:25:41|2|Aldrin contemplates events
106:23:54|2|McCandless laughs at Aldrin's accurate PRD reading
106:54:48|2|Collins comments on the crowd in the MOCR
108:30:20|2|Collins compliments Eagle crew
109:19:18|1|On the porch
109:22:50|2|Coming down the ladder
109:24:26|2|First step
109:30:54|2|Armstrong reminded to get a contingency sample
109:41:29|2|Aldrin closes the hatch making sure not to lock it
109:43:19|2|Aldrin: "Magnificent desolation"
109:52:42|2|Armstrong reads the plaque
110:13:17|2|Aldrin tries different modes of walking
110:16:11|2|Nixon talks to the crew on the surface
110:24:31|2|Aldrin has his microphone inside his mouth
111:10:22|2|Good EASEP data
111:16:54|2|Seismic team wants crew to jump for data
111:32:27|2|Laser reflector test successful
111:37:48|2|Reenter LM
111:42:37|2|Cabin repress
112:00:31|2|SPAN "pretty incredible"
112:01:51|2|FD - "last pad"
112:56:30|2|Engine ARM circuit breaker broken
114:00:04|2|Slayton jokes with crew
114:06:16|2|Goodnight to Columbia
114:18:49|2|Armstrong "can't get away with anything anymore"
114:22:24|2|McCandless congratulates Neil and Buzz on behalf of the world
114:33:07|2|Observation questions to the surface crew
121:40:52|2|Crew describes where they slept
123:07:53|2|Backup crew - Jim Lovell calls Columbia and Eagle
123:10:33|2|Neil gives geology observations from question the night before
124:22:05|1|Ascent from Lunar surface
128:00:52|1|Docked with Command Module
135:23:36|1|Trans-Earth Injection (TEI)
195:03:01|1|Re-entring Earth's Atmosphere
195:18:18|1|Crew recovery
